Date,Draw Date,Main Numbers 1,Main Numbers 2,Main Numbers 3,Main Numbers 4,Main Numbers 5,Main Numbers 6,Main Numbers 7,Bonus Number,Jackpot,Prize Breakdown,Total Sales,Tickets Sold,Total Winners,Winning Ratio,Sales Difference,Millions Count,Max Millions Numbers,Max Millions Next Draw
03-07-2023,"Tuesday, March 7 2023",1,16,26,28,31,44,45,22,"$19,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$19,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$153,023.50"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$153,023.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,376.00"", ""winners"": ""24"", ""prize_fund"": ""$153,024.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$850.10"", ""winners"": ""108"", ""prize_fund"": ""$91,810.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$113.70"", ""winners"": ""1,884"", ""prize_fund"": ""$214,210.80""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.10"", ""winners"": ""3,293"", ""prize_fund"": ""$168,272.30""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""44,155"", ""prize_fund"": ""$883,100.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""44,834"", ""prize_fund"": ""$896,680.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""433,422"", ""prize_fund"": ""-""}]","$18,626,945","3,725,389","527,721",14.0%,-15.56%,0,,0
03-03-2023,"Friday, March 3 2023",10,14,20,37,42,44,46,50,"$14,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$14,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$183,335.30"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$183,335.30""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,700.90"", ""winners"": ""39"", ""prize_fund"": ""$183,335.10""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$991.00"", ""winners"": ""111"", ""prize_fund"": ""$110,001.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$114.10"", ""winners"": ""2,249"", ""prize_fund"": ""$256,610.90""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$53.50"", ""winners"": ""3,768"", ""prize_fund"": ""$201,588.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""51,666"", ""prize_fund"": ""$1,033,320.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""50,064"", ""prize_fund"": ""$1,001,280.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""508,465"", ""prize_fund"": ""-""}]","$22,059,015","4,411,803","616,363",14.0%,-17.81%,0,,0
02-28-2023,"Tuesday, February 28 2023",1,3,8,24,35,42,43,18,"$55,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$55,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1"", ""prize_fund"": ""$55,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$219,095.40"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$219,095.40""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,057.30"", ""winners"": ""54"", ""prize_fund"": ""$219,094.20""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$906.60"", ""winners"": ""145"", ""prize_fund"": ""$131,457.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$107.60"", ""winners"": ""2,852"", ""prize_fund"": ""$306,875.20""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$49.50"", ""winners"": ""4,871"", ""prize_fund"": ""$241,114.50""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""64,471"", ""prize_fund"": ""$1,289,420.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""65,701"", ""prize_fund"": ""$1,314,020.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""631,546"", ""prize_fund"": ""-""}]","$26,839,515","5,367,903","769,642",14.0%,-4.57%,4,"3,17,22,33,36,39,47|6,17,23,27,28,34,48|10,23,27,30,37,42,45|16,18,25,26,35,44,50",0
02-24-2023,"Friday, February 24 2023",1,11,15,21,35,48,49,3,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$50,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$230,063.40"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$230,063.40""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,573.20"", ""winners"": ""35"", ""prize_fund"": ""$230,062.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$868.20"", ""winners"": ""159"", ""prize_fund"": ""$138,043.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$109.40"", ""winners"": ""2,945"", ""prize_fund"": ""$322,183.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$47.50"", ""winners"": ""5,332"", ""prize_fund"": ""$253,270.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""66,437"", ""prize_fund"": ""$1,328,740.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""69,815"", ""prize_fund"": ""$1,396,300.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""654,976"", ""prize_fund"": ""-""}]","$28,123,995","5,624,799","799,700",14.0%,+33.77%,2,"10,11,16,28,29,36,44|12,13,22,24,31,36,46",4
02-21-2023,"Tuesday, February 21 2023",2,14,26,31,35,39,49,32,"$40,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$40,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$173,555.60"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$173,555.60""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,259.30"", ""winners"": ""33"", ""prize_fund"": ""$173,556.90""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,254.60"", ""winners"": ""83"", ""prize_fund"": ""$104,131.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$112.40"", ""winners"": ""2,162"", ""prize_fund"": ""$243,008.80""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$53.30"", ""winners"": ""3,581"", ""prize_fund"": ""$190,867.30""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""50,083"", ""prize_fund"": ""$1,001,660.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""48,803"", ""prize_fund"": ""$976,060.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""488,270"", ""prize_fund"": ""-""}]","$21,024,570","4,204,914","593,016",14.0%,-8.34%,0,,2
02-17-2023,"Friday, February 17 2023",10,12,23,26,39,41,45,42,"$30,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$30,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$94,468.90"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1\n\n\nQuebec: 1"", ""prize_fund"": ""$188,937.80""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,725.40"", ""winners"": ""33"", ""prize_fund"": ""$188,938.20""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,090.00"", ""winners"": ""104"", ""prize_fund"": ""$113,360.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$105.00"", ""winners"": ""2,519"", ""prize_fund"": ""$264,495.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$54.30"", ""winners"": ""3,825"", ""prize_fund"": ""$207,697.50""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""54,771"", ""prize_fund"": ""$1,095,420.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""53,566"", ""prize_fund"": ""$1,071,320.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""535,826"", ""prize_fund"": ""-""}]","$22,937,980","4,587,596","650,646",14.0%,+13.08%,0,,0
02-14-2023,"Tuesday, February 14 2023",9,15,21,28,31,36,38,12,"$25,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$25,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$165,951.40"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$165,951.40""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,880.90"", ""winners"": ""34"", ""prize_fund"": ""$165,950.60""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$843.80"", ""winners"": ""118"", ""prize_fund"": ""$99,568.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$105.10"", ""winners"": ""2,211"", ""prize_fund"": ""$232,376.10""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$48.10"", ""winners"": ""3,798"", ""prize_fund"": ""$182,683.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""48,042"", ""prize_fund"": ""$960,840.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""50,005"", ""prize_fund"": ""$1,000,100.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""473,928"", ""prize_fund"": ""-""}]","$20,284,215","4,056,843","578,137",14.0%,-6.16%,0,,0
02-10-2023,"Friday, February 10 2023",6,16,22,23,28,29,34,8,"$20,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$20,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$87,436.40"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1\n\n\nWestern Canada: 1"", ""prize_fund"": ""$174,872.80""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,371.80"", ""winners"": ""40"", ""prize_fund"": ""$174,872.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$860.00"", ""winners"": ""122"", ""prize_fund"": ""$104,920.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$100.50"", ""winners"": ""2,436"", ""prize_fund"": ""$244,818.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$46.20"", ""winners"": ""4,167"", ""prize_fund"": ""$192,515.40""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""52,914"", ""prize_fund"": ""$1,058,280.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""54,894"", ""prize_fund"": ""$1,097,880.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""510,341"", ""prize_fund"": ""-""}]","$21,616,430","4,323,286","624,916",14.0%,+17.51%,0,,0
02-07-2023,"Tuesday, February 7 2023",1,13,26,30,37,42,50,10,"$15,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$15,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$151,906.60"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,063.60"", ""winners"": ""30"", ""prize_fund"": ""$151,908.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,001.60"", ""winners"": ""91"", ""prize_fund"": ""$91,145.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$110.20"", ""winners"": ""1,929"", ""prize_fund"": ""$212,575.80""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.70"", ""winners"": ""3,229"", ""prize_fund"": ""$166,939.30""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""42,717"", ""prize_fund"": ""$854,340.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""44,385"", ""prize_fund"": ""$887,700.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""421,385"", ""prize_fund"": ""-""}]","$18,395,055","3,679,011","513,766",14.0%,-8.33%,0,,0
02-03-2023,"Friday, February 3 2023",7,10,15,17,25,39,45,43,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$162,913.70"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$162,913.70""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,255.30"", ""winners"": ""31"", ""prize_fund"": ""$162,914.30""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,051.10"", ""winners"": ""93"", ""prize_fund"": ""$97,752.30""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$98.90"", ""winners"": ""2,307"", ""prize_fund"": ""$228,162.30""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$49.80"", ""winners"": ""3,602"", ""prize_fund"": ""$179,379.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""49,818"", ""prize_fund"": ""$996,360.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""47,968"", ""prize_fund"": ""$959,360.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""483,348"", ""prize_fund"": ""-""}]","$20,067,295","4,013,459","587,168",15.0%,-5.15%,0,,0
01-31-2023,"Tuesday, January 31 2023",2,6,16,23,40,41,48,31,"$31,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$31,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nAtlantic Canada: 1"", ""prize_fund"": ""$31,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$174,432.80"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$174,432.80""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,714.40"", ""winners"": ""37"", ""prize_fund"": ""$174,432.80""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,125.40"", ""winners"": ""93"", ""prize_fund"": ""$104,662.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$112.00"", ""winners"": ""2,181"", ""prize_fund"": ""$244,272.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$52.40"", ""winners"": ""3,661"", ""prize_fund"": ""$191,836.40""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""49,989"", ""prize_fund"": ""$999,780.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""49,955"", ""prize_fund"": ""$999,100.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""491,198"", ""prize_fund"": ""-""}]","$21,156,390","4,231,278","597,116",14.0%,-6.75%,0,,0
01-27-2023,"Friday, January 27 2023",4,5,9,13,29,30,35,20,"$26,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$26,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$182,664.30"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,219.00"", ""winners"": ""35"", ""prize_fund"": ""$182,665.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$883.90"", ""winners"": ""124"", ""prize_fund"": ""$109,603.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$99.30"", ""winners"": ""2,575"", ""prize_fund"": ""$255,697.50""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$47.50"", ""winners"": ""4,234"", ""prize_fund"": ""$201,115.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""56,688"", ""prize_fund"": ""$1,133,760.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""56,546"", ""prize_fund"": ""$1,130,920.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""549,514"", ""prize_fund"": ""-""}]","$22,687,680","4,537,536","669,716",15.0%,+12.37%,0,,0
01-24-2023,"Tuesday, January 24 2023",10,20,25,29,35,42,45,3,"$21,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$21,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$83,266.60"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1\n\n\nWestern Canada: 1"", ""prize_fund"": ""$166,533.20""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,758.10"", ""winners"": ""35"", ""prize_fund"": ""$166,533.50""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,051.80"", ""winners"": ""95"", ""prize_fund"": ""$99,921.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$110.20"", ""winners"": ""2,115"", ""prize_fund"": ""$233,073.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.70"", ""winners"": ""3,612"", ""prize_fund"": ""$183,128.40""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""47,188"", ""prize_fund"": ""$943,760.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""48,541"", ""prize_fund"": ""$970,820.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""464,686"", ""prize_fund"": ""-""}]","$20,189,900","4,037,980","566,274",14.0%,-9.67%,0,,0
01-20-2023,"Friday, January 20 2023",9,16,17,19,30,38,49,45,"$16,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$16,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$91,700.50"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2"", ""prize_fund"": ""$183,401.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,550.00"", ""winners"": ""28"", ""prize_fund"": ""$183,400.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,078.80"", ""winners"": ""102"", ""prize_fund"": ""$110,037.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$104.80"", ""winners"": ""2,451"", ""prize_fund"": ""$256,864.80""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.00"", ""winners"": ""4,032"", ""prize_fund"": ""$201,600.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""53,410"", ""prize_fund"": ""$1,068,200.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""52,837"", ""prize_fund"": ""$1,056,740.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""528,065"", ""prize_fund"": ""-""}]","$22,350,695","4,470,139","640,927",14.0%,-25.83%,0,,0
01-17-2023,"Tuesday, January 17 2023",1,2,5,6,16,30,45,19,"$60,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$60,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$60,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$80,754.80"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2\n\n\nWestern Canada: 1"", ""prize_fund"": ""$242,264.40""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$3,845.50"", ""winners"": ""63"", ""prize_fund"": ""$242,266.50""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$995.60"", ""winners"": ""146"", ""prize_fund"": ""$145,357.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$99.30"", ""winners"": ""3,415"", ""prize_fund"": ""$339,109.50""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$45.50"", ""winners"": ""5,859"", ""prize_fund"": ""$266,584.50""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""75,896"", ""prize_fund"": ""$1,517,920.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""76,435"", ""prize_fund"": ""$1,528,700.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""719,740"", ""prize_fund"": ""-""}]","$30,134,535","6,026,907","881,558",15.0%,-0.15%,6,"2,12,13,30,37,40,45|4,8,23,24,26,35,40|4,13,15,18,22,35,49|11,12,14,17,18,26,40|12,13,14,21,28,43,48|13,14,15,24,25,31,32",0
01-13-2023,"Friday, January 13 2023",3,16,17,23,35,37,47,26,"$55,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$55,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$123,074.60"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 2"", ""prize_fund"": ""$246,149.20""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,244.00"", ""winners"": ""58"", ""prize_fund"": ""$246,152.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$978.10"", ""winners"": ""151"", ""prize_fund"": ""$147,693.10""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$102.70"", ""winners"": ""3,356"", ""prize_fund"": ""$344,661.20""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$49.30"", ""winners"": ""5,487"", ""prize_fund"": ""$270,509.10""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""73,922"", ""prize_fund"": ""$1,478,440.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""72,461"", ""prize_fund"": ""$1,449,220.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""713,885"", ""prize_fund"": ""-""}]","$30,181,145","6,036,229","869,322",14.0%,+19.05%,4,"3,9,13,14,21,27,36|5,21,23,26,29,34,39|6,8,23,24,25,38,40|10,14,22,23,37,38,44",6
01-10-2023,"Tuesday, January 10 2023",10,16,18,33,34,37,45,36,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$50,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$209,138.10"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,652.40"", ""winners"": ""37"", ""prize_fund"": ""$209,138.80""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$950.60"", ""winners"": ""132"", ""prize_fund"": ""$125,479.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$109.90"", ""winners"": ""2,664"", ""prize_fund"": ""$292,773.60""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$52.10"", ""winners"": ""4,413"", ""prize_fund"": ""$229,917.30""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""59,858"", ""prize_fund"": ""$1,197,160.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""59,879"", ""prize_fund"": ""$1,197,580.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""586,752"", ""prize_fund"": ""-""}]","$25,350,975","5,070,195","713,735",14.0%,%,2,"1,5,21,29,34,38,41|8,14,16,28,32,38,45",4
