Date,Draw Date,Main Numbers 1,Main Numbers 2,Main Numbers 3,Main Numbers 4,Main Numbers 5,Main Numbers 6,Main Numbers 7,Bonus Number,Jackpot,Prize Breakdown,Total Sales,Tickets Sold,Total Winners,Winning Ratio,Sales Difference,Millions Count,Max Millions Numbers,Max Millions Next Draw
05-17-2013,"Friday, May 17 2013",8,18,21,27,33,46,49,26,"$20,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$20,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$167,999.10"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1\n\n\nOntario: 1"", ""prize_fund"": ""$335,998.20""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,339.60"", ""winners"": ""53"", ""prize_fund"": ""$335,998.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$124.60"", ""winners"": ""3,371"", ""prize_fund"": ""$420,026.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""74,926"", ""prize_fund"": ""$1,498,520.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""68,560"", ""prize_fund"": ""$1,371,200.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""661,607"", ""prize_fund"": ""-""}]","$26,786,525","5,357,305","808,519",15.0%,+11.62%,0,,0
05-10-2013,"Friday, May 10 2013",3,10,19,21,27,35,36,49,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$297,794.20"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nAtlantic Canada: 1"", ""prize_fund"": ""$297,794.20""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$7,263.30"", ""winners"": ""41"", ""prize_fund"": ""$297,795.30""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$120.70"", ""winners"": ""3,083"", ""prize_fund"": ""$372,118.10""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""68,393"", ""prize_fund"": ""$1,367,860.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""63,025"", ""prize_fund"": ""$1,260,500.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""602,421"", ""prize_fund"": ""-""}]","$23,997,970","4,799,594","736,964",15.0%,-33.49%,0,,0
05-03-2013,"Friday, May 3 2013",4,6,21,26,30,34,35,39,"$40,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$40,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$40,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$113,513.90"", ""winners"": ""4\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 3\n\n\nWestern Canada: 1"", ""prize_fund"": ""$454,055.60""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$7,207.20"", ""winners"": ""63"", ""prize_fund"": ""$454,053.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$128.50"", ""winners"": ""4,417"", ""prize_fund"": ""$567,584.50""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""100,202"", ""prize_fund"": ""$2,004,040.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""91,211"", ""prize_fund"": ""$1,824,220.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""891,547"", ""prize_fund"": ""-""}]","$36,082,015","7,216,403","1,087,445",15.0%,+20.55%,0,,0
04-26-2013,"Friday, April 26 2013",10,13,15,18,25,36,47,40,"$30,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$30,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$124,738.80"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2\n\n\nWestern Canada: 1"", ""prize_fund"": ""$374,216.40""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$7,060.70"", ""winners"": ""53"", ""prize_fund"": ""$374,217.10""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$122.10"", ""winners"": ""3,832"", ""prize_fund"": ""$467,887.20""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""84,590"", ""prize_fund"": ""$1,691,800.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""76,299"", ""prize_fund"": ""$1,525,980.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""747,606"", ""prize_fund"": ""-""}]","$29,932,170","5,986,434","912,383",15.0%,+11.80%,0,,0
04-19-2013,"Friday, April 19 2013",2,3,8,20,28,31,34,42,"$20,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$20,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$333,171.30"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1"", ""prize_fund"": ""$333,171.30""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,205.80"", ""winners"": ""64"", ""prize_fund"": ""$333,171.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$123.80"", ""winners"": ""3,365"", ""prize_fund"": ""$416,587.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""76,341"", ""prize_fund"": ""$1,526,820.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""68,788"", ""prize_fund"": ""$1,375,760.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""674,741"", ""prize_fund"": ""-""}]","$26,773,420","5,354,684","823,300",15.0%,+6.58%,0,,0
04-12-2013,"Friday, April 12 2013",3,6,37,40,42,44,48,18,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$317,601.60"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,481.70"", ""winners"": ""49"", ""prize_fund"": ""$317,603.30""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$131.00"", ""winners"": ""3,031"", ""prize_fund"": ""$397,061.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""68,343"", ""prize_fund"": ""$1,366,860.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""64,573"", ""prize_fund"": ""$1,291,460.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""608,022"", ""prize_fund"": ""-""}]","$25,120,025","5,024,005","744,018",15.0%,-28.34%,0,,0
04-05-2013,"Friday, April 5 2013",2,14,15,17,24,38,40,31,"$40,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$40,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$40,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$226,873.10"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2"", ""prize_fund"": ""$453,746.20""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,338.20"", ""winners"": ""85"", ""prize_fund"": ""$453,747.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$126.90"", ""winners"": ""4,468"", ""prize_fund"": ""$566,989.20""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""99,454"", ""prize_fund"": ""$1,989,080.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""92,555"", ""prize_fund"": ""$1,851,100.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""883,936"", ""prize_fund"": ""-""}]","$35,052,670","7,010,534","1,080,501",15.0%,+14.11%,0,,0
03-29-2013,"Friday, March 29 2013",8,11,12,13,22,33,47,7,"$30,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$30,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$124,601.80"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 2\n\n\nBritish Columbia: 1"", ""prize_fund"": ""$373,805.40""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,191.70"", ""winners"": ""72"", ""prize_fund"": ""$373,802.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$110.90"", ""winners"": ""4,212"", ""prize_fund"": ""$467,110.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""89,417"", ""prize_fund"": ""$1,788,340.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""87,744"", ""prize_fund"": ""$1,754,880.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""773,636"", ""prize_fund"": ""-""}]","$30,718,915","6,143,783","955,084",16.0%,+15.04%,0,,0
03-22-2013,"Friday, March 22 2013",7,12,16,19,21,24,47,34,"$20,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$20,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$327,036.60"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$327,036.60""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,088.00"", ""winners"": ""80"", ""prize_fund"": ""$327,040.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$111.10"", ""winners"": ""3,680"", ""prize_fund"": ""$408,848.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""79,424"", ""prize_fund"": ""$1,588,480.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""70,366"", ""prize_fund"": ""$1,407,320.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""685,788"", ""prize_fund"": ""-""}]","$26,703,345","5,340,669","839,339",16.0%,+6.68%,0,,0
03-15-2013,"Friday, March 15 2013",9,16,17,19,22,41,43,12,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$313,569.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1"", ""prize_fund"": ""$313,569.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,671.70"", ""winners"": ""47"", ""prize_fund"": ""$313,569.90""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$126.00"", ""winners"": ""3,110"", ""prize_fund"": ""$391,860.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""68,999"", ""prize_fund"": ""$1,379,980.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""65,854"", ""prize_fund"": ""$1,317,080.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""616,022"", ""prize_fund"": ""-""}]","$25,030,705","5,006,141","754,033",15.0%,-20.32%,0,,0
03-08-2013,"Friday, March 8 2013",9,15,17,28,35,39,41,36,"$30,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$30,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$30,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$131,715.30"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 2\n\n\nWestern Canada: 1"", ""prize_fund"": ""$395,145.90""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,987.10"", ""winners"": ""66"", ""prize_fund"": ""$395,148.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$125.90"", ""winners"": ""3,924"", ""prize_fund"": ""$494,031.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""87,159"", ""prize_fund"": ""$1,743,180.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""80,251"", ""prize_fund"": ""$1,605,020.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""771,802"", ""prize_fund"": ""-""}]","$31,414,940","6,282,988","943,206",15.0%,+15.05%,0,,0
03-01-2013,"Friday, March 1 2013",1,2,5,6,38,39,46,33,"$20,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$20,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$171,262.10"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2"", ""prize_fund"": ""$342,524.20""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$9,013.80"", ""winners"": ""38"", ""prize_fund"": ""$342,524.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$125.50"", ""winners"": ""3,411"", ""prize_fund"": ""$428,080.50""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""76,524"", ""prize_fund"": ""$1,530,480.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""69,825"", ""prize_fund"": ""$1,396,500.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""673,456"", ""prize_fund"": ""-""}]","$27,304,955","5,460,991","823,256",15.0%,+8.74%,0,,0
02-22-2013,"Friday, February 22 2013",5,12,24,31,39,45,49,35,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$105,030.50"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2\n\n\nWestern Canada: 1"", ""prize_fund"": ""$315,091.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,564.40"", ""winners"": ""48"", ""prize_fund"": ""$315,091.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$124.50"", ""winners"": ""3,163"", ""prize_fund"": ""$393,793.50""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""70,198"", ""prize_fund"": ""$1,403,960.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""64,098"", ""prize_fund"": ""$1,281,960.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""620,782"", ""prize_fund"": ""-""}]","$25,110,590","5,022,118","758,292",15.0%,-21.31%,0,,0
02-15-2013,"Friday, February 15 2013",14,23,24,25,28,41,45,37,"$30,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$30,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$30,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$200,747.00"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nAtlantic Canada: 1\n\n\nOntario: 1"", ""prize_fund"": ""$401,494.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,273.30"", ""winners"": ""64"", ""prize_fund"": ""$401,491.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$126.50"", ""winners"": ""3,966"", ""prize_fund"": ""$501,699.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""88,377"", ""prize_fund"": ""$1,767,540.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""81,710"", ""prize_fund"": ""$1,634,200.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""782,815"", ""prize_fund"": ""-""}]","$31,912,175","6,382,435","956,935",15.0%,+17.49%,0,,0
02-08-2013,"Friday, February 8 2013",3,8,13,30,38,45,47,10,"$20,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$20,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$168,664.90"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1\n\n\nWestern Canada: 1"", ""prize_fund"": ""$337,329.80""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$7,177.20"", ""winners"": ""47"", ""prize_fund"": ""$337,328.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$121.80"", ""winners"": ""3,461"", ""prize_fund"": ""$421,549.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""76,990"", ""prize_fund"": ""$1,539,800.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""72,130"", ""prize_fund"": ""$1,442,600.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""675,723"", ""prize_fund"": ""-""}]","$27,161,210","5,432,242","828,353",15.0%,+0.77%,0,,0
02-01-2013,"Friday, February 1 2013",5,9,10,32,37,44,46,38,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$340,060.60"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$340,060.60""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$7,908.40"", ""winners"": ""43"", ""prize_fund"": ""$340,061.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$129.40"", ""winners"": ""3,284"", ""prize_fund"": ""$424,949.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""74,495"", ""prize_fund"": ""$1,489,900.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""67,792"", ""prize_fund"": ""$1,355,840.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""662,942"", ""prize_fund"": ""-""}]","$26,954,825","5,390,965","808,557",15.0%,-15.81%,0,,0
01-25-2013,"Friday, January 25 2013",1,18,19,29,31,32,46,36,"$30,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$30,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nAtlantic Canada: 1"", ""prize_fund"": ""$30,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$403,607.30"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nAtlantic Canada: 1"", ""prize_fund"": ""$403,607.30""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$7,913.90"", ""winners"": ""51"", ""prize_fund"": ""$403,608.90""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$126.20"", ""winners"": ""3,997"", ""prize_fund"": ""$504,421.40""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""88,467"", ""prize_fund"": ""$1,769,340.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""80,889"", ""prize_fund"": ""$1,617,780.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""788,053"", ""prize_fund"": ""-""}]","$32,017,980","6,403,596","961,459",15.0%,+10.23%,0,,0
01-18-2013,"Friday, January 18 2013",8,16,17,28,32,34,47,19,"$20,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$20,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$362,918.80"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1"", ""prize_fund"": ""$362,918.80""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,583.40"", ""winners"": ""65"", ""prize_fund"": ""$362,921.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$123.70"", ""winners"": ""3,666"", ""prize_fund"": ""$453,484.20""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""81,815"", ""prize_fund"": ""$1,636,300.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""75,683"", ""prize_fund"": ""$1,513,660.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""718,450"", ""prize_fund"": ""-""}]","$29,046,690","5,809,338","879,680",15.0%,+8.90%,0,,0
01-11-2013,"Friday, January 11 2013",2,25,26,37,39,48,49,40,"$10,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$10,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$112,861.10"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 2\n\n\nOntario: 1"", ""prize_fund"": ""$338,583.30""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$6,156.10"", ""winners"": ""55"", ""prize_fund"": ""$338,585.50""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$128.40"", ""winners"": ""3,296"", ""prize_fund"": ""$423,206.40""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""72,539"", ""prize_fund"": ""$1,450,780.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""66,497"", ""prize_fund"": ""$1,329,940.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""649,171"", ""prize_fund"": ""-""}]","$26,673,570","5,334,714","791,561",15.0%,-8.59%,0,,0
